hazard_label,surface_type,weather_condition,bounding_box_area_px,aspect_ratio,intensity_contrast,edge_density,depth_est_cm,repair_urgency_score,is_hazardous
Normal Clear,Gravel,Rainy,115.0,1.38,10.28,0.105,0.0,0.02,0
Road Debris,Asphalt,Night / Low Light,3149.6,2.03,48.74,0.299,9.9,0.478,1
Road Debris,Asphalt,Rainy,2094.4,2.4,62.21,0.315,7.7,0.561,1
Road Debris,Asphalt,Clear,4043.6,1.46,51.03,0.383,6.4,0.53,1
Surface Crack,Asphalt,Clear,1492.9,5.5,56.32,0.643,1.4,0.441,1
Road Debris,Asphalt,Clear,1668.5,2.07,56.39,0.402,11.9,0.586,1
Normal Clear,Asphalt,Clear,155.9,1.05,7.03,0.082,0.0,0.02,0
Normal Clear,Asphalt,Overcast,216.1,0.64,15.31,0.121,0.0,0.02,0
Road Debris,Concrete,Overcast,1995.5,2.18,48.1,0.326,3.6,0.481,1
Normal Clear,Asphalt,Clear,71.6,1.03,15.16,0.06,0.0,0.02,0
Pothole,Asphalt,Rainy,3403.6,1.16,77.41,0.334,9.3,0.624,1
Surface Crack,Asphalt,Overcast,2226.3,2.64,37.15,0.745,2.9,0.562,1
Pothole,Concrete,Clear,3472.3,1.1,72.59,0.351,10.2,0.46,1
Pothole,Asphalt,Clear,3980.1,1.48,71.07,0.489,11.4,0.556,1
Normal Clear,Asphalt,Clear,111.1,0.82,20.42,0.079,0.0,0.02,0
Normal Clear,Asphalt,Rainy,194.4,0.47,13.5,0.069,0.0,0.02,0
Pothole,Asphalt,Overcast,6166.3,1.4,62.96,0.546,12.6,0.836,1
Surface Crack,Asphalt,Night / Low Light,1220.8,5.04,48.13,0.585,0.7,0.345,1
Normal Clear,Concrete,Clear,141.5,1.43,13.24,0.067,0.0,0.02,0
Pothole,Asphalt,Clear,3179.7,1.17,76.94,0.431,15.4,0.731,1
Road Debris,Asphalt,Night / Low Light,2380.8,1.53,29.8,0.301,10.4,0.484,1
Normal Clear,Asphalt,Overcast,109.3,0.7,7.05,0.05,0.0,0.02,0
Road Debris,Concrete,Rainy,1900.8,1.68,44.29,0.301,5.0,0.584,1
Pothole,Asphalt,Rainy,4881.9,1.1,67.27,0.435,8.1,0.592,1
Surface Crack,Asphalt,Clear,2103.0,6.16,39.1,0.801,2.2,0.485,1
Normal Clear,Asphalt,Overcast,245.9,0.97,8.12,0.072,0.0,0.02,0
Road Debris,Asphalt,Night / Low Light,5287.0,0.87,50.29,0.215,3.5,0.31,1
Pothole,Asphalt,Clear,4925.3,0.74,67.28,0.309,4.7,0.454,1
Normal Clear,Asphalt,Night / Low Light,141.8,1.04,11.85,0.103,0.0,0.02,0
Pothole,Asphalt,Clear,5979.6,0.96,64.29,0.492,9.7,0.673,1
Normal Clear,Asphalt,Clear,143.8,0.79,15.27,0.063,0.0,0.02,0
Pothole,Asphalt,Clear,3711.1,0.94,58.89,0.356,9.4,0.542,1
Normal Clear,Asphalt,Clear,77.2,1.17,9.92,0.086,0.0,0.02,0
Surface Crack,Asphalt,Clear,895.2,2.98,51.05,0.909,1.9,0.454,1
Surface Crack,Concrete,Clear,1551.8,4.4,47.78,0.739,3.3,0.681,1
Pothole,Gravel,Rainy,5519.4,0.94,69.85,0.378,8.9,0.609,1
Surface Crack,Gravel,Rainy,2026.8,4.26,27.14,0.629,1.6,0.41,1
Normal Clear,Concrete,Clear,169.1,0.8,9.82,0.095,0.0,0.02,0
Normal Clear,Asphalt,Clear,121.0,1.16,12.86,0.093,0.0,0.02,0
Surface Crack,Concrete,Rainy,2544.6,4.15,57.31,0.741,0.8,0.339,1
Surface Crack,Asphalt,Clear,1648.9,4.45,48.53,0.534,0.5,0.369,1
Normal Clear,Asphalt,Clear,172.8,1.36,16.35,0.096,0.0,0.02,0
Normal Clear,Asphalt,Overcast,98.7,0.96,12.29,0.101,0.0,0.02,0
Road Debris,Asphalt,Night / Low Light,3073.6,1.57,56.2,0.343,5.0,0.635,1
Surface Crack,Concrete,Overcast,561.6,4.83,43.38,0.782,3.0,0.598,1
Surface Crack,Asphalt,Rainy,2132.6,4.69,42.37,0.753,0.8,0.384,1
Normal Clear,Asphalt,Clear,211.5,1.1,9.37,0.052,0.0,0.02,0
Pothole,Gravel,Night / Low Light,5285.7,1.06,77.04,0.416,14.2,0.853,1
Road Debris,Asphalt,Clear,1114.3,1.02,55.44,0.308,6.3,0.41,1
Surface Crack,Asphalt,Clear,1983.8,4.18,45.08,0.728,1.8,0.434,1
Normal Clear,Gravel,Clear,93.2,1.12,13.57,0.079,0.0,0.02,0
Pothole,Asphalt,Overcast,5123.3,0.85,87.88,0.574,12.6,0.691,1
Road Debris,Asphalt,Clear,2501.5,1.37,42.87,0.282,5.9,0.591,1
Surface Crack,Asphalt,Overcast,3036.5,3.22,43.51,0.539,1.3,0.415,1
Road Debris,Asphalt,Overcast,2732.2,1.59,59.0,0.291,3.3,0.406,1
Pothole,Concrete,Rainy,6182.7,1.33,69.57,0.437,13.4,0.905,1
Road Debris,Asphalt,Night / Low Light,1821.2,1.28,55.53,0.299,10.7,0.583,1
Road Debris,Asphalt,Rainy,2761.6,1.63,32.28,0.205,3.8,0.555,1
Road Debris,Asphalt,Overcast,1540.0,0.2,69.47,0.299,6.1,0.374,1
Road Debris,Asphalt,Clear,2556.9,1.6,39.36,0.313,5.0,0.574,1
Normal Clear,Gravel,Night / Low Light,87.6,0.84,12.4,0.124,0.0,0.02,0
Normal Clear,Asphalt,Rainy,156.6,1.12,12.41,0.107,0.0,0.02,0
Pothole,Asphalt,Overcast,6825.1,1.07,68.17,0.434,5.3,0.524,1
Normal Clear,Asphalt,Rainy,227.4,1.3,4.2,0.08,0.0,0.02,0
Surface Crack,Concrete,Rainy,2690.7,6.98,50.63,0.613,2.3,0.456,1
Pothole,Gravel,Night / Low Light,4196.8,1.33,71.07,0.368,13.7,0.688,1
Pothole,Asphalt,Overcast,3763.0,0.7,80.48,0.393,14.8,0.658,1
Surface Crack,Asphalt,Rainy,2175.9,4.0,49.13,0.657,3.0,0.618,1
Normal Clear,Asphalt,Clear,122.8,1.21,16.92,0.04,0.0,0.02,0
Normal Clear,Concrete,Rainy,226.6,1.07,13.13,0.11,0.0,0.02,0
Normal Clear,Asphalt,Overcast,121.7,1.19,10.49,0.036,0.0,0.02,0
Road Debris,Concrete,Night / Low Light,1602.0,1.73,45.55,0.397,10.0,0.508,1
Surface Crack,Asphalt,Overcast,1663.1,4.36,46.37,0.741,3.2,0.654,1
Pothole,Concrete,Clear,3067.5,1.5,72.56,0.465,9.9,0.553,1
Surface Crack,Asphalt,Rainy,2042.6,2.92,30.69,0.621,3.1,0.592,1
Surface Crack,Asphalt,Rainy,2585.4,2.14,53.98,0.716,1.0,0.38,1
Pothole,Asphalt,Overcast,2290.7,1.18,83.13,0.393,15.0,0.723,1
Pothole,Asphalt,Clear,5348.5,0.98,56.41,0.411,7.8,0.607,1
Road Debris,Gravel,Overcast,1980.8,1.59,49.3,0.355,9.6,0.63,1
Normal Clear,Concrete,Rainy,166.6,0.75,12.6,0.098,0.0,0.02,0
Normal Clear,Concrete,Clear,222.9,1.14,16.96,0.049,0.0,0.02,0
Normal Clear,Asphalt,Clear,133.7,1.09,16.64,0.076,0.0,0.02,0
Road Debris,Asphalt,Clear,2425.8,1.77,43.74,0.396,5.5,0.659,1
Surface Crack,Concrete,Rainy,1531.3,5.3,45.05,0.553,1.9,0.587,1
Road Debris,Asphalt,Clear,2676.6,2.03,58.44,0.337,7.5,0.348,1
Normal Clear,Asphalt,Clear,132.1,1.01,13.34,0.043,0.0,0.02,0
Pothole,Asphalt,Overcast,5600.3,0.85,53.0,0.4,11.2,0.772,1
Surface Crack,Asphalt,Clear,2653.6,4.34,45.95,0.632,2.2,0.458,1
Normal Clear,Asphalt,Clear,209.7,0.71,10.08,0.08,0.0,0.02,0
Surface Crack,Asphalt,Rainy,2046.7,3.8,46.4,0.654,0.6,0.286,1
Road Debris,Asphalt,Rainy,3153.3,2.1,64.09,0.257,7.8,0.502,1
Road Debris,Gravel,Night / Low Light,1194.6,1.88,62.4,0.3,4.4,0.494,1
Pothole,Asphalt,Clear,3043.5,1.46,74.3,0.406,7.4,0.529,1
Surface Crack,Asphalt,Night / Low Light,1843.8,5.13,36.23,0.632,1.7,0.497,1
Surface Crack,Asphalt,Rainy,1446.8,4.24,39.18,0.615,1.9,0.415,1
Pothole,Concrete,Clear,4810.4,1.4,54.33,0.366,10.6,0.614,1
Pothole,Asphalt,Clear,5902.5,1.22,63.82,0.435,6.9,0.487,1
Normal Clear,Asphalt,Clear,132.5,1.07,11.88,0.131,0.0,0.02,0
Pothole,Asphalt,Clear,4623.2,1.46,73.4,0.476,16.3,0.795,1
Road Debris,Asphalt,Night / Low Light,2068.5,1.09,60.02,0.198,6.0,0.278,1
Surface Crack,Asphalt,Rainy,1707.8,4.84,35.49,0.692,1.0,0.412,1
Normal Clear,Concrete,Clear,122.3,1.15,15.55,0.075,0.0,0.02,0
Pothole,Concrete,Clear,2838.7,1.14,66.83,0.321,14.7,0.71,1
Surface Crack,Asphalt,Clear,2121.4,3.62,50.45,0.749,3.5,0.694,1
Normal Clear,Asphalt,Rainy,120.8,1.27,3.82,0.106,0.0,0.02,0
Normal Clear,Gravel,Clear,119.0,0.85,13.05,0.035,0.0,0.02,0
Pothole,Asphalt,Rainy,3520.8,0.95,65.34,0.356,12.2,0.69,1
Normal Clear,Concrete,Clear,264.7,1.25,8.04,0.065,0.0,0.02,0
Surface Crack,Asphalt,Night / Low Light,2420.0,3.53,40.95,0.64,1.0,0.341,1
Surface Crack,Gravel,Overcast,898.3,3.58,35.01,0.671,0.5,0.369,1
Pothole,Concrete,Clear,5486.8,1.29,59.6,0.375,9.9,0.737,1
Pothole,Gravel,Rainy,4136.3,1.34,48.2,0.341,14.8,0.805,1
Normal Clear,Concrete,Overcast,191.4,1.27,15.04,0.074,0.0,0.02,0
Surface Crack,Asphalt,Clear,1809.5,3.83,42.85,0.488,1.7,0.362,1
Surface Crack,Gravel,Rainy,1663.9,4.54,21.04,0.647,2.8,0.528,1
Normal Clear,Asphalt,Clear,210.7,0.94,10.06,0.068,0.0,0.02,0
Normal Clear,Asphalt,Rainy,114.1,1.15,6.65,0.083,0.0,0.02,0
Pothole,Concrete,Clear,4799.7,1.02,87.05,0.492,16.7,0.831,1
Road Debris,Concrete,Overcast,2291.8,1.49,48.3,0.355,2.1,0.508,1
Pothole,Gravel,Night / Low Light,6181.9,1.37,71.03,0.44,8.1,0.736,1
Normal Clear,Asphalt,Night / Low Light,199.0,0.87,7.09,0.074,0.0,0.02,0
Normal Clear,Concrete,Night / Low Light,147.0,0.82,20.38,0.066,0.0,0.02,0
Normal Clear,Concrete,Rainy,92.3,0.98,15.63,0.081,0.0,0.02,0
Pothole,Asphalt,Clear,5082.7,0.94,85.85,0.465,6.1,0.463,1
Pothole,Asphalt,Overcast,5186.7,1.06,75.54,0.487,9.6,0.63,1
Surface Crack,Asphalt,Overcast,2735.8,2.54,47.0,0.607,0.6,0.391,1
Pothole,Asphalt,Rainy,3235.1,1.3,79.35,0.473,6.7,0.377,1
Pothole,Gravel,Overcast,6175.8,0.58,77.57,0.297,9.0,0.648,1
Normal Clear,Asphalt,Rainy,209.7,0.89,10.32,0.056,0.0,0.02,0
Pothole,Concrete,Rainy,7040.6,1.05,56.54,0.368,11.7,0.739,1
Pothole,Gravel,Rainy,5011.8,1.65,66.22,0.43,10.1,0.687,1
Normal Clear,Asphalt,Clear,199.5,1.22,15.7,0.059,0.0,0.02,0
Surface Crack,Concrete,Clear,1959.0,5.0,52.55,0.666,3.1,0.709,1
Normal Clear,Asphalt,Clear,114.2,1.04,15.77,0.111,0.0,0.02,0
Pothole,Concrete,Rainy,3984.4,1.29,52.29,0.499,14.6,0.779,1
Surface Crack,Asphalt,Clear,1141.8,2.87,47.34,0.708,3.4,0.652,1
Pothole,Gravel,Clear,5329.6,1.02,76.99,0.398,15.0,0.805,1
Pothole,Asphalt,Overcast,3632.7,1.54,60.29,0.556,12.4,0.598,1
Normal Clear,Asphalt,Clear,232.7,0.89,11.25,0.068,0.0,0.02,0
Pothole,Concrete,Rainy,3694.2,0.65,67.82,0.317,13.3,0.78,1
Road Debris,Asphalt,Clear,2469.9,1.56,60.96,0.283,6.1,0.523,1
Surface Crack,Asphalt,Clear,2307.6,1.88,52.77,0.51,1.6,0.478,1
Surface Crack,Asphalt,Night / Low Light,2375.6,3.09,36.01,0.615,2.1,0.564,1
Normal Clear,Concrete,Rainy,84.0,1.26,11.11,0.024,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,3661.4,0.92,66.01,0.39,8.5,0.492,1
Normal Clear,Asphalt,Clear,174.2,0.76,13.89,0.108,0.0,0.02,0
Normal Clear,Asphalt,Rainy,33.5,1.32,14.81,0.109,0.0,0.02,0
Road Debris,Asphalt,Clear,1581.2,1.81,64.02,0.261,2.6,0.578,1
Normal Clear,Asphalt,Clear,210.5,0.93,13.48,0.056,0.0,0.02,0
Pothole,Asphalt,Clear,3708.8,1.13,58.35,0.484,11.3,0.57,1
Surface Crack,Asphalt,Clear,1293.5,5.7,45.94,0.622,3.3,0.6,1
Pothole,Asphalt,Clear,5312.3,1.17,68.16,0.44,8.0,0.515,1
Normal Clear,Asphalt,Clear,171.5,1.16,9.22,0.039,0.0,0.02,0
Normal Clear,Concrete,Overcast,134.8,1.26,15.34,0.069,0.0,0.02,0
Pothole,Asphalt,Clear,3738.2,1.03,52.43,0.483,13.3,0.725,1
Normal Clear,Asphalt,Clear,113.3,0.82,10.9,0.047,0.0,0.02,0
Pothole,Concrete,Clear,4645.2,1.14,72.33,0.532,5.3,0.436,1
Road Debris,Asphalt,Rainy,1654.2,1.56,67.14,0.285,7.1,0.298,1
Surface Crack,Concrete,Clear,2213.6,3.62,38.2,0.73,2.3,0.485,1
Normal Clear,Asphalt,Overcast,171.2,1.15,10.97,0.037,0.0,0.02,0
Road Debris,Asphalt,Overcast,2806.0,1.52,44.42,0.181,8.3,0.557,1
Surface Crack,Asphalt,Clear,1375.7,3.88,36.99,0.81,1.7,0.47,1
Pothole,Concrete,Rainy,6412.9,1.21,89.4,0.536,12.5,0.787,1
Pothole,Concrete,Clear,6033.2,1.35,66.31,0.461,12.1,0.716,1
Pothole,Asphalt,Rainy,3667.6,1.55,64.31,0.56,4.3,0.328,1
Pothole,Asphalt,Clear,5611.0,1.18,88.96,0.374,10.4,0.743,1
Normal Clear,Gravel,Clear,126.5,1.17,8.69,0.07,0.0,0.02,0
Road Debris,Asphalt,Clear,1521.2,1.91,59.85,0.341,5.6,0.589,1
Road Debris,Asphalt,Night / Low Light,2241.1,1.35,76.12,0.331,9.1,0.624,1
Pothole,Gravel,Clear,5290.9,0.87,62.25,0.364,8.5,0.544,1
Normal Clear,Concrete,Clear,191.1,1.05,10.04,0.1,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,136.2,0.93,12.19,0.094,0.0,0.02,0
Pothole,Concrete,Rainy,4967.8,1.09,78.17,0.402,7.6,0.516,1
Normal Clear,Concrete,Overcast,25.9,0.71,13.53,0.09,0.0,0.02,0
Road Debris,Asphalt,Clear,2438.2,2.03,60.1,0.394,6.3,0.254,1
Pothole,Asphalt,Night / Low Light,5449.4,1.34,27.97,0.523,8.8,0.625,1
Surface Crack,Asphalt,Night / Low Light,1429.8,4.81,50.41,0.667,3.2,0.649,1
Surface Crack,Gravel,Clear,2049.6,2.6,38.99,0.74,2.7,0.601,1
Pothole,Concrete,Night / Low Light,5087.2,1.54,54.1,0.506,10.5,0.582,1
Normal Clear,Asphalt,Clear,73.9,1.35,10.55,0.069,0.0,0.02,0
Normal Clear,Concrete,Overcast,159.7,0.86,11.71,0.058,0.0,0.02,0
Normal Clear,Asphalt,Clear,114.9,1.1,8.39,0.057,0.0,0.02,0
Surface Crack,Asphalt,Rainy,976.3,3.25,55.49,0.565,2.3,0.544,1
Surface Crack,Asphalt,Clear,1395.7,4.62,44.69,0.751,2.7,0.522,1
Normal Clear,Asphalt,Overcast,161.7,0.97,20.1,0.077,0.0,0.02,0
Road Debris,Concrete,Clear,2102.5,1.24,37.73,0.349,7.0,0.647,1
Pothole,Asphalt,Overcast,2918.9,1.14,67.94,0.343,8.8,0.559,1
Road Debris,Concrete,Overcast,2377.5,1.42,49.5,0.295,3.4,0.516,1
Normal Clear,Asphalt,Clear,112.1,1.0,6.53,0.115,0.0,0.02,0
Surface Crack,Asphalt,Overcast,1496.4,3.3,29.43,0.599,2.9,0.672,1
Pothole,Gravel,Overcast,3340.6,1.72,74.25,0.42,13.3,0.704,1
Normal Clear,Asphalt,Clear,148.2,0.85,11.6,0.07,0.0,0.02,0
Pothole,Asphalt,Clear,5128.4,1.17,56.12,0.465,5.7,0.403,1
Pothole,Asphalt,Rainy,3638.2,1.02,80.64,0.432,11.2,0.595,1
Pothole,Concrete,Clear,3699.1,1.09,71.55,0.465,11.6,0.684,1
Surface Crack,Asphalt,Clear,1325.1,2.5,46.4,0.738,0.9,0.419,1
Normal Clear,Asphalt,Clear,147.6,1.21,11.05,0.094,0.0,0.02,0
Road Debris,Asphalt,Clear,1076.4,2.4,52.72,0.271,4.8,0.473,1
Pothole,Asphalt,Clear,3536.0,1.75,94.06,0.392,4.8,0.31,1
Normal Clear,Concrete,Clear,164.6,0.97,11.43,0.086,0.0,0.02,0
Normal Clear,Asphalt,Overcast,174.3,1.14,19.93,0.106,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,76.0,0.78,10.9,0.057,0.0,0.02,0
Pothole,Asphalt,Clear,4968.6,1.35,62.2,0.515,9.9,0.669,1
Surface Crack,Asphalt,Night / Low Light,2763.4,2.84,45.58,0.821,3.4,0.636,1
Normal Clear,Gravel,Night / Low Light,176.8,1.04,17.23,0.06,0.0,0.02,0
Normal Clear,Asphalt,Overcast,150.9,1.18,12.66,0.1,0.0,0.02,0
Pothole,Gravel,Clear,5290.3,1.07,55.75,0.36,12.1,0.644,1
Pothole,Asphalt,Clear,5583.8,0.6,47.22,0.38,5.3,0.371,1
Surface Crack,Asphalt,Overcast,2030.7,3.51,45.49,0.571,2.1,0.536,1
Normal Clear,Concrete,Overcast,154.1,0.97,8.78,0.085,0.0,0.02,0
Road Debris,Asphalt,Night / Low Light,2642.7,1.97,38.94,0.295,9.7,0.59,1
Surface Crack,Concrete,Night / Low Light,1237.8,4.3,49.33,0.583,1.7,0.397,1
Pothole,Gravel,Clear,2969.0,1.19,76.1,0.182,11.4,0.576,1
Normal Clear,Asphalt,Rainy,216.6,1.14,7.35,0.061,0.0,0.02,0
Normal Clear,Asphalt,Clear,201.5,0.81,13.58,0.1,0.0,0.02,0
Surface Crack,Concrete,Clear,1643.6,3.97,51.65,0.728,3.4,0.66,1
Normal Clear,Asphalt,Overcast,292.4,0.91,9.1,0.076,0.0,0.02,0
Normal Clear,Asphalt,Clear,218.9,0.93,12.5,0.083,0.0,0.02,0
Pothole,Asphalt,Rainy,4547.4,1.0,66.35,0.406,16.6,0.922,1
Road Debris,Asphalt,Overcast,2481.9,1.45,48.2,0.251,5.3,0.539,1
Surface Crack,Concrete,Clear,1912.3,3.21,46.92,0.76,2.1,0.567,1
Normal Clear,Asphalt,Overcast,131.9,1.24,7.78,0.063,0.0,0.02,0
Road Debris,Asphalt,Overcast,3136.2,1.77,61.02,0.265,2.7,0.442,1
Road Debris,Asphalt,Rainy,1809.0,2.08,51.76,0.33,6.5,0.588,1
Normal Clear,Asphalt,Clear,166.1,0.54,13.78,0.068,0.0,0.02,0
Surface Crack,Asphalt,Clear,2265.6,3.68,38.57,0.823,3.3,0.707,1
Normal Clear,Concrete,Clear,99.8,0.81,4.01,0.055,0.0,0.02,0
Road Debris,Asphalt,Clear,3214.6,2.03,61.86,0.333,11.2,0.529,1
Pothole,Concrete,Clear,4450.9,1.41,56.84,0.527,10.7,0.613,1
Normal Clear,Concrete,Overcast,193.7,1.15,3.95,0.108,0.0,0.02,0
Normal Clear,Asphalt,Clear,143.6,0.91,6.07,0.08,0.0,0.02,0
Surface Crack,Asphalt,Night / Low Light,1820.1,2.37,33.21,0.699,2.3,0.523,1
Normal Clear,Asphalt,Clear,196.8,1.5,9.26,0.026,0.0,0.02,0
Normal Clear,Asphalt,Rainy,111.2,0.85,8.95,0.107,0.0,0.02,0
Pothole,Concrete,Overcast,4911.3,0.86,84.99,0.571,17.5,0.808,1
Normal Clear,Concrete,Clear,148.2,1.07,10.13,0.105,0.0,0.02,0
Pothole,Asphalt,Clear,3209.0,1.08,75.33,0.329,11.2,0.546,1
Pothole,Asphalt,Night / Low Light,2812.1,1.1,80.5,0.4,13.4,0.672,1
Pothole,Gravel,Night / Low Light,4387.3,1.32,53.95,0.503,7.7,0.506,1
Normal Clear,Gravel,Night / Low Light,152.7,1.14,11.7,0.074,0.0,0.02,0
Normal Clear,Asphalt,Clear,166.5,1.34,7.35,0.052,0.0,0.02,0
Pothole,Asphalt,Clear,4549.3,1.81,55.14,0.419,17.0,0.813,1
Surface Crack,Asphalt,Overcast,1621.4,4.6,60.13,0.68,1.5,0.452,1
Road Debris,Gravel,Overcast,1829.2,1.48,54.37,0.334,4.9,0.292,1
Pothole,Asphalt,Rainy,5285.6,1.08,67.82,0.326,17.3,0.973,1
Normal Clear,Asphalt,Overcast,191.5,0.93,11.8,0.119,0.0,0.02,0
Normal Clear,Asphalt,Rainy,221.7,0.98,8.06,0.017,0.0,0.02,0
Road Debris,Asphalt,Clear,609.0,1.69,59.52,0.259,2.7,0.63,1
Normal Clear,Asphalt,Clear,216.7,0.78,20.51,0.058,0.0,0.02,0
Surface Crack,Gravel,Clear,1092.3,3.95,62.67,0.459,3.4,0.641,1
Normal Clear,Asphalt,Rainy,148.4,0.68,13.05,0.069,0.0,0.02,0
Normal Clear,Asphalt,Clear,134.5,0.92,11.84,0.088,0.0,0.02,0
Road Debris,Asphalt,Clear,2473.6,1.96,62.56,0.296,4.9,0.396,1
Pothole,Asphalt,Night / Low Light,7280.8,0.87,83.43,0.424,7.2,0.656,1
Normal Clear,Asphalt,Night / Low Light,123.9,0.51,14.78,0.082,0.0,0.02,0
Surface Crack,Asphalt,Rainy,1986.8,3.86,54.28,0.64,2.8,0.693,1
Pothole,Asphalt,Overcast,1210.2,1.32,65.62,0.274,16.2,0.626,1
Pothole,Asphalt,Clear,3678.9,0.99,67.53,0.353,6.8,0.493,1
Road Debris,Asphalt,Rainy,2898.5,1.52,54.18,0.416,9.8,0.551,1
Road Debris,Asphalt,Night / Low Light,2776.1,1.67,51.56,0.32,4.8,0.485,1
Normal Clear,Gravel,Rainy,158.0,1.0,23.75,0.06,0.0,0.02,0
Normal Clear,Gravel,Clear,116.2,1.14,9.62,0.071,0.0,0.02,0
Pothole,Asphalt,Clear,3196.3,1.35,74.05,0.395,8.6,0.371,1
Normal Clear,Asphalt,Overcast,214.7,0.96,9.46,0.107,0.0,0.02,0
Pothole,Gravel,Rainy,4252.5,0.89,49.74,0.476,15.2,0.81,1
Normal Clear,Asphalt,Overcast,210.9,0.93,4.81,0.082,0.0,0.02,0
Normal Clear,Concrete,Rainy,99.3,0.86,10.8,0.07,0.0,0.02,0
Road Debris,Gravel,Night / Low Light,2627.4,1.78,51.32,0.324,11.0,0.424,1
Normal Clear,Asphalt,Overcast,150.6,0.91,8.78,0.078,0.0,0.02,0
Surface Crack,Asphalt,Night / Low Light,1685.5,2.96,38.79,0.731,1.7,0.487,1
Surface Crack,Gravel,Clear,1588.4,4.71,40.27,0.545,2.3,0.605,1
Normal Clear,Asphalt,Rainy,94.5,1.16,7.92,0.062,0.0,0.02,0
Surface Crack,Asphalt,Overcast,565.5,5.84,49.6,0.713,2.7,0.542,1
Surface Crack,Asphalt,Clear,1455.7,5.99,45.94,0.528,1.0,0.304,1
Surface Crack,Asphalt,Clear,911.7,2.85,49.92,0.597,1.8,0.532,1
Normal Clear,Concrete,Clear,179.9,1.26,8.34,0.034,0.0,0.02,0
Surface Crack,Concrete,Overcast,2282.0,1.99,54.76,0.56,2.2,0.502,1
Pothole,Gravel,Clear,3511.2,1.04,52.01,0.534,14.6,0.886,1
Normal Clear,Asphalt,Rainy,85.4,0.8,15.97,0.098,0.0,0.02,0
Normal Clear,Asphalt,Clear,219.3,0.86,13.19,0.093,0.0,0.02,0
Pothole,Asphalt,Clear,5334.3,1.54,59.39,0.411,10.5,0.633,1
Pothole,Asphalt,Night / Low Light,4363.4,0.69,77.3,0.496,9.9,0.599,1
Pothole,Asphalt,Clear,4893.6,1.3,53.83,0.336,8.3,0.554,1
Surface Crack,Gravel,Rainy,2052.5,4.82,31.32,0.64,3.5,0.593,1
Surface Crack,Concrete,Night / Low Light,1488.9,3.16,36.37,0.698,2.9,0.55,1
Normal Clear,Asphalt,Overcast,129.4,0.83,11.36,0.057,0.0,0.02,0
Normal Clear,Asphalt,Clear,80.9,1.08,13.83,0.131,0.0,0.02,0
Road Debris,Asphalt,Overcast,2110.1,0.74,63.15,0.356,8.2,0.614,1
Surface Crack,Asphalt,Night / Low Light,2719.7,4.89,52.74,0.62,1.0,0.382,1
Normal Clear,Concrete,Overcast,189.9,1.05,8.11,0.115,0.0,0.02,0
Surface Crack,Asphalt,Rainy,1526.3,5.84,38.89,0.55,1.7,0.433,1
Normal Clear,Gravel,Rainy,231.4,1.22,12.85,0.081,0.0,0.02,0
Road Debris,Asphalt,Overcast,2895.6,1.58,47.08,0.275,7.3,0.765,1
Pothole,Asphalt,Overcast,5303.8,0.83,58.31,0.434,11.7,0.619,1
Normal Clear,Concrete,Clear,187.3,0.81,15.57,0.073,0.0,0.02,0
Surface Crack,Asphalt,Clear,508.2,4.12,38.26,0.569,0.8,0.377,1
Normal Clear,Asphalt,Clear,148.8,1.13,4.95,0.032,0.0,0.02,0
Pothole,Asphalt,Clear,3701.8,1.46,60.18,0.417,4.5,0.342,1
Pothole,Asphalt,Clear,6250.8,1.28,74.8,0.442,16.4,0.899,1
Normal Clear,Concrete,Clear,223.7,1.01,4.18,0.154,0.0,0.02,0
Pothole,Asphalt,Overcast,4555.4,1.36,55.18,0.596,7.4,0.442,1
Normal Clear,Concrete,Clear,79.6,0.94,11.86,0.112,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,3207.4,1.4,68.23,0.442,8.0,0.387,1
Road Debris,Asphalt,Clear,3300.3,1.28,64.28,0.301,10.4,0.507,1
Normal Clear,Concrete,Clear,139.5,0.88,15.29,0.118,0.0,0.02,0
Road Debris,Asphalt,Clear,2020.4,1.05,61.94,0.213,5.4,0.4,1
Surface Crack,Asphalt,Clear,1407.4,2.38,41.92,0.636,1.6,0.505,1
Pothole,Asphalt,Night / Low Light,5271.0,0.82,63.92,0.576,4.8,0.51,1
Pothole,Asphalt,Overcast,3067.2,0.62,61.57,0.413,15.5,0.692,1
Surface Crack,Asphalt,Clear,1828.7,3.49,42.8,0.687,1.0,0.368,1
Normal Clear,Asphalt,Rainy,191.5,0.91,7.23,0.109,0.0,0.02,0
Normal Clear,Asphalt,Rainy,136.2,0.73,18.85,0.098,0.0,0.02,0
Normal Clear,Asphalt,Overcast,152.3,0.96,10.88,0.071,0.0,0.02,0
Normal Clear,Gravel,Night / Low Light,136.3,0.88,11.59,0.062,0.0,0.02,0
Normal Clear,Asphalt,Rainy,161.2,1.0,9.2,0.077,0.0,0.02,0
Normal Clear,Concrete,Night / Low Light,177.1,0.55,14.31,0.043,0.0,0.02,0
Pothole,Asphalt,Overcast,3949.3,0.35,74.79,0.361,8.4,0.469,1
Normal Clear,Asphalt,Clear,114.8,1.0,9.12,0.082,0.0,0.02,0
Normal Clear,Concrete,Clear,131.0,1.03,15.51,0.105,0.0,0.02,0
